"","PLOT_ID","X.1","X","specie.x","IFN3_ID","SUM_DBH","SUM_H","BASAL_AREA","DENSITY","CD_0_75","CD_75_125","CD_125_175","CD_175_225","CD_225_275","CD_275_325","CD_325_375","CD_375_425","CD_425_","MEAN_DBH","MEAN_H","QM_DBH","DOMINANT_H","Estadillo","Clase","Subclase","PosEsp","Ocupa","Estado_pcespparc","FPMasa","Edad","FInfor","Fiabil","Barrena1","Barrena2","Barrena3","AltPer","OrgMasa1","OrgMasa2","TratMasa","INVENTORY_ID","PLOT_ID.x","Provincia","CoorX","Coory","Tipo","Vuelo1","Pasada1","Foto1","Vuelo2","Pasada2","Foto2","Ano","INE","Nivel1","Nivel2","Nivel3","FccTot","FccArb","DisEsp","ComEsp","Rocosid","Textura","MatOrg","PhSuelo","FechaPh","HoraPh","TipSuelo1","TipSuelo2","TipSuelo3","MErosiva","ModComb","EspCMue","PresReg","EfecReg","CortaReg","MejVue1","MejVue2","MejSue1","MejSue2","Orienta1","Orienta2","MaxPend1","MaxPend2","Localiza","Acceso","Levanta","Obser","Equipo","JefeEq","FechaIni","HoraIni","FechaFin","HoraFin","Tiempo","Resid","RumboF1","RumboF2","DistFoto","CarFoto1","NumFoto1","ConFoto1","CarFoto2","NumFoto2","ConFoto2","Estado_pcparcelas","Tecnico","MASTER_CLASE","AGE","MUNICIPALITY","SPECIE_IFN_ID","Fecha_IFN3","Año_IFN3","EXEC_TIME","G_sp.x","N_sp.x","sp_1.x","sp_2.x","sp_3.x","G_sp_1.x","G_sp_2.x","G_sp_3.x","N_sp_1.x","N_sp_2.x","N_sp_3.x","IFN3_specie","specie.y","G_sp.y","N_sp.y","sp_1.y","sp_2.y","sp_3.y","G_sp_1.y","G_sp_2.y","G_sp_3.y","N_sp_1.y","N_sp_2.y","N_sp_3.y","PLOT_TYPE"
"76","9_1357",23805,186376,21,"9_1357_A_1",10335.6720321787,7367.42700203574,16.6100537339833,544.663583025597,0,127.323954473516,95.4929658551372,222.816920328653,42.4413181578388,42.4413181578388,14.1471060526129,0,0,18.9762494763541,13.5265643447462,19.7049986146867,15.5896805896806,1357,"A","1",1,5,3,2,30,7,3,NA,NA,NA,NA,2,"A",1,"IFN3","9_1357",9,NA,NA,0,1985,"J","0007",1997,"","2-1",2003,303,1,1,2,90,80,1,2,2,3,1,4,"02/25/03 00:00:00","12/30/99 12:44:00",1,2,1,1,5,4,NA,NA,"0","L","0","4",0,390,0,2.5,0,2,"1",2,"REJON LOCALIZADO POR FOTOS AEREAS Y POR PIE BIFURCADO ANOTADO EN IFN2. LA FCC ARBOREA DE P. SYLVESTRIS HA BAJADO POR LAS CORTAS. LA EDAD DE LA MASA SE CALCULA A PARTIR DE LA EDAD     ANOTADA EN IFN2. DEJO 10% PARA EL RESTO DE ESPECIES. PIE N.1 Y 2,  FORMA COMPROBADA. PIE CON RUMBO 11, NO ENTRA POR ESTAR  BIFURCADO POR ENCIMA DE 1.3 M.  PIE CON RUMBO 26, NO ENTRA POR DISTANCIA PARA 225 MM. PIE N.7, DIAMETRO Y ALTURA COMPROBADOS. PIE N.15, DIAMETRO COMPROBADO. PIES N.18 Y 19, FORMA CORREGIDA. HAY DAÃ‘O EN REGENERACION POR LA SACA DE MADERA. LA    REGENERACION ESTA COMPROBADA. SE CORRIGE EL RUMBO DE LA FISIOGRAFIA. HAY POLEO Y AMAROTE.",25,52,"02/25/03 00:00:00","12/30/99 10:36:12","02/25/03 00:00:00","12/30/99 12:48:57",133,274,310,110,10,352825,40,1,352825,39,2,"D",5,"A1",31,303,21,"3-02-25",2003,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1357_A_1_",43,100926.507992918,325.383439210097,43,21,NA,100926.507992918,65174.0293469153,NA,325.383439210097,219.2801438155,NA,"IFN"
"78","9_1360",23809,186383,21,"9_1360_A_1",7441.07016444906,4002.82720004556,16.518860228378,272.331791512799,0,0,31.8309886183791,0,84.8826363156775,127.323954473516,28.2942121052258,0,0,27.3235457495213,14.698347107438,27.7904722583074,14.8011363636364,1360,"A","1",1,6,4,1,25,5,3,NA,NA,NA,NA,2,"I",1,"IFN3","9_1360",9,NA,NA,0,1985,"J","0003",1997,"","1-1",2003,177,1,1,2,95,90,1,2,3,2,2,4,"03/07/03 00:00:00","12/30/99 12:17:00",1,2,1,1,8,3,NA,NA,"0","J","P","3",2,321,0,0.2,0,1,"1",2,"PARCELA LOCALIZADA POR PIES IFN2 Y FOTOS AEREAS.NO SE LE DA OCUPACION AL MAJUELO POR SER MUY ESCASO.NO SE OBSERVA REBOLLO EN LA PARCELA.
PIE RUMBO 142 SE VA POR DISTANCIA.
SE  CORRIGE FORMA A LOS PIES 6, 21 Y 34.SE CORRIGE CALIDAD A PIE 34.HAY PIES MARCADOS CON PINTURA PARA SER CORTADOS. REGENERACION COMPROBADA.",4,59,"03/07/03 00:00:00","12/30/99 12:00:49","03/07/03 00:00:00","12/30/99 13:50:01",109,274,5,205,10,352854,8,33,352854,7,34,"D",5,"A1",26,177,21,"3-03-07",2003,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1360_A_1_",21,143166.720346095,212.206590789194,21,25,NA,143166.720346095,22021.8819376856,NA,212.206590789194,60.1252007236049,NA,"IFN"
"80","9_1361",23813,186385,21,"9_1361_A_1",26388.331059896,18690.256246327,43.1584874415442,1294.46020381408,0,0,190.985931710274,891.267681314614,169.765272631355,42.4413181578388,0,0,0,20.3855869667864,14.4386487829111,20.6036334790682,16.3920454545455,1361,"A","1",1,10,4,2,35,1,3,NA,NA,NA,NA,2,"I",1,"IFN3","9_1361",9,NA,NA,0,1985,"J","0003",1997,"","1-1",2003,26,1,1,2,95,90,1,1,1,2,2,4,"03/14/03 00:00:00","12/30/99 10:29:00",1,2,1,1,8,3,NA,NA,"0","O","","3",4,230,0,0.2,0,2,"1",2,"PARCELA LOCALIZADA POR FOTOS AEREAS,CROQUIS Y PIES IFN2.EL MARCO DE PLANTACION ES AL TRESBOLILLO CON 2 METROS DE DISTANCIA. NO SE OBSERVA EN LA PARCELA NI MATORRAL, NI REGENERACION,NI REBOLLO COMO ESPECIE PRESENTE.SE CORRIGE    RUMBO A PIE N.13.
SE CORRIGE FORMA A PIE N.39.",4,59,"03/14/03 00:00:00","12/30/99 10:19:40","03/14/03 00:00:00","12/30/99 12:50:29",151,274,30,230,10,977361,32,9,977361,31,10,"D",5,"A1",36,26,21,"3-03-14",2003,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1361_A_1_",21,431584.874415442,1294.46020381408,21,NA,NA,431584.874415442,NA,NA,1294.46020381408,NA,NA,"IFN"
"81","9_1389",23827,186425,21,"9_1389_A_1",21249.943092438,15348.3239665348,22.7439963175268,1669.35851420832,0,1145.91559026165,286.478897565412,222.816920328653,14.1471060526129,0,0,0,0,12.7294064825347,9.19414483821263,13.170845012907,11.7052785923754,1389,"A","1",1,6,3,2,30,1,4,NA,NA,NA,NA,2,"I",1,"IFN3","9_1389",9,NA,NA,0,1985,"K","0008",1997,"","2-3",2003,303,1,1,2,90,90,1,2,2,2,1,4,"03/18/03 00:00:00","12/30/99 12:14:00",1,2,1,1,4,3,NA,NA,"0","0","","3",0,310,0,1.2,0,2,"1",2,"REJON LOCALIZADO POR FOTOS AEREAS Y POR SILICONA, CENTRANDO CON PIES IFN2. EL MARCO DE PLANTACION ES 2 X 2 AL TRESBOLILLO Y  DE LINEA A LINEA 7 M. PIES N.19 Y 22, DIAMETROS COMPROBADOS. LOS PARAMETROS ESTAN COMPROBADOS, ASI COMO LOS RUMBOS. PIE N.42   ESTA TORCIDO HASTA 2 M. EL MATORRAL ESTA COMPROBADO.",25,52,"03/18/03 00:00:00","12/30/99 10:25:42","03/18/03 00:00:00","12/30/99 12:22:17",117,274,5,205,10,335084,24,17,335084,23,18,"D",5,"A1",29,303,21,"3-03-18",2003,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1389_A_1_",21,147399.831091804,873.583798748848,21,43,NA,147399.831091804,80040.132083464,NA,873.583798748848,795.774715459477,NA,"IFN"
"83","9_1390",23831,186431,21,"9_1390_A_1",10772.3390414258,9599.93679467932,11.2787207256465,827.605704077856,0,509.295817894065,254.647908947033,63.6619772367581,0,0,0,0,0,13.0162696902007,11.5996503496504,13.1726527470575,11.7840909090909,1390,"A","1",1,7,3,2,30,1,4,NA,NA,NA,NA,2,"I",1,"IFN3","9_1390",9,NA,NA,0,1985,"K","0008",1997,"","2-3",2003,303,1,1,2,90,80,1,2,2,2,2,4,"03/18/03 00:00:00","12/30/99 15:25:00",1,2,1,1,6,3,NA,NA,"0","0","","3",5,60,0,6,0,2,"2",2,"REJON LOCALIZADO POR FOTOS AEREAS Y POR PIES IFN2. LA    OCUPACION POR ESPECIES ES CORRECTA. EL MARCO DE PLANTACION ES DE 2 X 1.5 M Y DE LINEA A LINEA 5 M, DEJANDO UNA FAJA NATURAL DE    REBOLLOS. PIE N.8 RUNBO COMPROBADO. PIE CON RUMBO 242, NO ENTRA PARA 225 MM POR   DIAMETRO. PIE N.23, ENTRA JUSTO POR CORRECCION DE PENDIENTE. HAY UN PIE MENOR SECO DE PINUS SYLVESTRIS, Y LA REGENERACION ESTA COMPROBADA. HAY GRAN CANTIDAD DE MUSGO Y BREZOS SECOS. SE CORRIGE LA ORIENTACION FISIOGRAFICA.",25,52,"03/18/03 00:00:00","12/30/99 13:35:36","03/18/03 00:00:00","12/30/99 15:47:47",132,274,195,395,10,335084,22,19,335084,21,20,"D",5,"A1",31,303,21,"3-03-18",2003,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1390_A_1_",21,112787.207256465,827.605704077856,21,NA,NA,112787.207256465,NA,NA,827.605704077856,NA,NA,"IFN"
"84","9_1391",23835,186433,21,"9_1391_A_1",16488.5447837009,9597.52535614763,32.0328964084786,717.965632170106,0,0,190.985931710274,159.154943091895,169.765272631355,141.471060526129,42.4413181578388,14.1471060526129,0,22.9656463274753,13.3676668159427,23.8342415300534,17.0965909090909,1391,"A","1",1,10,4,3,0,NA,NA,NA,NA,NA,NA,3,"5",1,"IFN3","9_1391",9,NA,NA,0,1985,"K","0008",1997,"","2-3",2003,303,1,1,1,90,80,1,1,2,2,1,4,"03/11/03 00:00:00","12/30/99 15:13:00",1,2,1,1,3,4,NA,NA,"0","0","","0",NA,10,0,8.5,0,1,"1",2,"REJON LOCALIZADO POR FOTOS AEREAS Y POR PIES IFN2. NO SE OBSERVA REBOLLO EN LA MASA. PIE N.3, ALTURA COMPROBADA, SE HA    PARTIDO LA GUIA TERMINAL. LOS DAÃ‘OS DE HOMBRE EN GENERAL SON  POR BARRENADOS. PIE CON RUMBO 87, NO ENTRA POR DISTANCIA PARA 225 MM. PIE CON RUMBO 290, NO ENTRA POR DIAMETRO PARA 225 MM. PIES 19 Y 21 ENTRAN POR CORRECCION DE PENDIENTE. PIE 19 IFN2 MUERTO ENTRARIA POR PENDIENTE. PIES 40 Y 44 ALTURA COMPROBADA. LA REGENERACION ESTA COMPROBADA.",25,52,"03/11/03 00:00:00","12/30/99 13:36:10","03/11/03 00:00:00","12/30/99 15:24:40",108,274,120,320,10,335084,14,27,335084,13,28,"D",5,"A1",49,303,21,"3-03-11",2003,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1391_A_1_",21,320328.964084786,717.965632170106,21,NA,NA,320328.964084786,NA,NA,717.965632170106,NA,NA,"IFN"
"85","9_1394",23836,186440,21,"9_1394_A_1",14340.7713722287,8731.81892326899,34.9571341755174,477.464829275686,0,0,0,95.4929658551372,0,198.059484736581,155.618166578742,28.2942121052258,0,30.0352413265363,18.2878787878788,30.531790721811,18.7386363636364,1394,"A","1",1,10,4,4,0,NA,NA,NA,NA,NA,NA,3,"5",1,"IFN3","9_1394",9,NA,NA,0,1985,"K","0009",1997,"","2-4",2003,407,1,1,1,100,85,1,1,2,2,1,4,"04/22/03 00:00:00","12/30/99 14:48:00",1,2,1,1,5,4,NA,NA,"3","K","0","0",NA,10,0,6.5,0,2,"1",2,"REJON LOCALIZADO POR FOTOS AEREAS Y POR SILICONA EN PIES IFN2, AYUDADO DE CROQUIS. PIE CON RUMBO 105, NO ENTRA POR DIAMETRO PARA 425 MM. RUMBOS COMPROBADOS. HAY FRESAS.",25,52,"04/22/03 00:00:00","12/30/99 13:43:12","04/22/03 00:00:00","12/30/99 14:54:42",72,274,320,120,10,335065,14,27,335065,13,28,"D",5,"A1",50,407,21,"3-04-22",2003,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1394_A_1_",21,349571.341755174,477.464829275686,21,NA,NA,349571.341755174,NA,NA,477.464829275686,NA,NA,"IFN"
"86","9_1398",23837,186447,21,"9_1398_A_1",12545.7151877734,5977.47383236652,19.8655227181894,640.156548880735,0,0,127.323954473516,413.802852038928,84.8826363156775,14.1471060526129,0,0,0,19.5978861884779,9.3375188347564,19.8775091241474,10.3083538083538,1398,"A","1",1,10,4,4,0,NA,NA,NA,NA,NA,NA,3,"5",1,"IFN3","9_1398",9,NA,NA,0,1985,"K","0011",1997,"","2-4",2003,346,1,1,2,100,90,1,1,2,3,1,4,"06/12/03 00:00:00","12/30/99 16:22:00",1,2,1,1,4,5,NA,NA,"0","0","","0",NA,315,0,12.5,0,2,"3",2,"REJON LOCALIZADO POR FOTOS INFO2 Y DENDROMETRIA. ARBOL A 1 G. NO ENTRA POR DM. PINO A 52 G. NO ENTRA POR DISTANCIA. ABOL A 199 G. NO ENTRA POR DISTANCIA. ARBOL A 227 G. NO ENTRA POR DM. ARBOL A 257 G. NO ENTRA POR DIST. ARBOL A 275 G. NO ENTRA POR DM. PIES 37, 40 Y 46 ENTRAN POR CORRECCION DE PENDIENTE. PINO A 340 G. NO ENTRA POR DIST. PINO A 371 G. NO ENTRA POR DIST. ARBOL A 394 G. MUERTO.",11,9,"06/12/03 00:00:00","12/30/99 14:29:37","06/12/03 00:00:00","12/30/99 16:51:43",142,56,220,280,7,352830,8,33,352830,7,34,"D",3,"A1",32,346,21,"3-06-12",2003,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1398_A_1_",21,198655.227181894,640.156548880735,21,NA,NA,198655.227181894,NA,NA,640.156548880735,NA,NA,"IFN"
"87","9_1401",23842,186454,21,"9_1401_A_1",17568.768915131,15044.4827115412,23.3102071970776,1128.23170769588,0,381.971863420549,222.816920328653,509.295817894065,14.1471060526129,0,0,0,0,15.5719510409884,13.3345682530636,16.2191830682916,14.0014662756598,1401,"A","1",1,8,3,1,30,1,3,NA,NA,NA,NA,2,"I",1,"IFN3","9_1401",9,NA,NA,0,1985,"K","0004",1997,"","1-3",2003,335,1,1,2,95,90,1,3,2,2,2,4,"03/05/03 00:00:00","12/30/99 10:52:00",1,2,1,1,4,3,NA,NA,"0","0","","5",3,30,0,4,0,2,"1",2,"PARCELA LOCALIZADA POR PIES IFN2,FOTOS AEREAS Y CROQUIS.NO SE OBSERVA PINUS NIGRA EN LA PARCELA.NO SE LE DA OCUPACION AL MAJUELO POR SER MUY ESCASO.SUBPISO DE REBOLLO Y MAJUELO.LA  PLANTACION ES AL TRESBOLILLO CON SEPARACION DE DOS METROS ENTRE LOS PIES DE UNA MISMA TERRAZA Y 5,5 METROS ENTRE TERRAZAS DONDE SE SITUARIA EL SUBPISO DE REBOLLO Y MAJUELO.",4,59,"03/05/03 00:00:00","12/30/99 10:35:35","03/05/03 00:00:00","12/30/99 13:06:02",150,274,30,230,10,352854,16,25,352854,15,26,"D",5,"A1",26,335,21,"3-03-05",2003,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1401_A_1_",21,203621.434505736,746.259844275331,21,43,NA,203621.434505736,29480.63746504,NA,746.259844275331,381.971863420549,NA,"IFN"
"89","9_1405",23846,186461,21,"9_1405_A_1",19312.9112856914,12477.9083009734,44.4010987845924,679.06109052542,0,0,0,127.323954473516,127.323954473516,325.383439210097,84.8826363156775,14.1471060526129,0,28.4406094755747,18.3752367424242,28.8534331096164,19.6647727272727,1405,"A","1",1,10,4,3,0,NA,NA,NA,NA,NA,NA,3,"5",1,"IFN3","9_1405",9,NA,NA,0,1985,"K","0008",1997,"","2-3",2003,303,1,1,1,90,80,1,1,2,2,2,4,"03/20/03 00:00:00","12/30/99 14:58:00",1,2,1,1,8,3,NA,NA,"0","9","","0",NA,300,0,2.8,0,2,"1",2,"REJON LOCALIZADO POR FOTOS AEREAS Y PIES IFN2. LA MASA ES HOMOGENEA CON ALGUN RODAL DE REBOLLO. PLANTACION AL   CUADRADILLO Y RIPEADO A CAIDA DE AGUAS. LA MAYORIA DE LOS PIES CORTADOS SON POR LA APERTURA DE UNA VIA DE SACA. HAY  HELECHOS Y FRESAS. PIES N.21 Y 22 RUMBOS COMPROBADOS. PIE CON RUMBO 100, NO ENTRA POR DIAMETRO PARA 225 MM. SE OBSERVAN TROZAS APILADAS Y CASI DESCOMPUESTAS. NO SE OBSERVA REBOLLO EN LA PARCELA.",25,52,"03/20/03 00:00:00","12/30/99 13:08:31","03/20/03 00:00:00","12/30/99 15:23:24",135,274,380,180,10,335084,18,23,335084,17,24,"D",5,"A1",51,303,21,"3-03-20",2003,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1405_A_1_",21,444010.987845924,679.06109052542,21,NA,NA,444010.987845924,NA,NA,679.06109052542,NA,NA,"IFN"
"90","9_1406",23847,186462,21,"9_1406_A_1",16745.3540113674,9261.85311253563,39.4478188381049,565.884242104517,0,0,0,0,212.206590789194,240.50080289442,99.0297423682904,14.1471060526129,0,29.5914831434281,16.3670454545455,29.7922124699956,17.2613636363636,1406,"A","1",1,10,4,3,0,NA,NA,NA,NA,NA,NA,3,"5",1,"IFN3","9_1406",9,NA,NA,0,1985,"K","0008",1997,"","2-3",2003,303,1,1,1,100,85,1,1,1,2,3,4,"03/11/03 00:00:00","12/30/99 12:06:00",1,2,1,1,3,4,NA,NA,"0","L","0","0",NA,325,0,2,0,1,"1",2,"REJON LOCALIZADO POR FOTOS AEREAS Y PIES IFN2, AYUDADO DE CROQUIS. PARCELA DESPLAZADA EN IFN2 10 M RUMBO 280 G. NO SE OBSERVA HAYA COMO PARA DAR OCUPACION. HAY PODA NATURAL  HASTA 8 M. PIE CON RUMBO 43, NO ENTRA POR DIAMETRO PARA 425 MM. RUMBOS COMPROBADOS.",25,52,"03/11/03 00:00:00","12/30/99 10:30:42","03/11/03 00:00:00","12/30/99 12:11:06",100,274,210,10,10,335084,16,25,335084,15,26,"D",5,"A1",49,303,21,"3-03-11",2003,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1406_A_1_",21,394478.188381049,565.884242104517,21,NA,NA,394478.188381049,NA,NA,565.884242104517,NA,NA,"IFN"
"91","9_1415",23849,186479,21,"9_1415_A_1",11381.6815089024,5686.49358287527,17.7056981975693,583.568124670283,0,0,63.6619772367581,477.464829275686,28.2942121052258,14.1471060526129,0,0,0,19.5036038257455,9.74435261707989,19.6546722814811,9.87575757575758,1415,"A","1",1,7,3,2,30,1,3,NA,NA,NA,NA,2,"J",1,"IFN3","9_1415",9,NA,NA,0,1984,"K","0004",1997,"","1-4",2003,335,1,1,2,85,85,1,2,2,3,3,4,"06/05/03 00:00:00","12/30/99 12:08:00",1,2,1,1,8,0,NA,NA,"0","0","","5",NA,153,0,3,0,1,"1",1,"PARCELA LOCALIZADA A TRAVES DE FOTOS AEREAS + PIES MAYORES DEL IFN 2.LA PARCELA ES UNA PLANTACION DE PINO CON MASA NATURAL DE REBOLLO.ARBOL A 234 G. Y 9.4 M.NO ENTRA POR DM.FCC ARBOREA   COMPROBADA.DIST DEL ARBOL 5 COMPROBADA.",17,67,"06/05/03 00:00:00","12/30/99 10:41:33","06/05/03 00:00:00","12/30/99 12:16:02",94,330,28,5,10,179359,28,13,179359,27,14,"D",5,"A1",37,335,21,"3-06-05",2003,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1415_A_1_",21,177056.981975693,583.568124670283,21,NA,NA,177056.981975693,NA,NA,583.568124670283,NA,NA,"IFN"
"92","9_1427",23858,186499,21,"9_1427_A_1",5046.06910912884,1855.84309399277,8.77530837767882,229.89047335496,0,0,0,159.154943091895,70.7355302630646,0,0,0,0,21.94988350534,8.07272727272727,22.0457950498306,8.72727272727273,1427,"A","1",1,7,4,2,35,1,3,NA,NA,NA,NA,2,"A",1,"IFN3","9_1427",9,NA,NA,0,1985,"K","0010",1997,"","2-4",2003,346,1,1,2,90,40,1,2,2,2,1,4,"05/12/03 00:00:00","12/30/99 15:11:00",1,2,1,1,5,4,NA,NA,"0","1","0","0",NA,380,0,5.5,0,2,"1",2,"REJON LOCALIZADO POR FOTOS AEREAS Y POR PIES IFN2. LA MASA ES DE REFORESTACION CON MARCO PLANTACION APROXIMADAMENTE DE 2 X 2 M, RIPEADO EN CAIDA DE AGUAS Y PLANTACION EN ESTOS. EN LOS    ALREDEDORES DE LA PARCELA HAY GRANDES CLAROS POR MARRAS SIN REPONER. PIES N.4 Y 8, MEDIDOS A 1.2 M. PIE N.11, ENTRA POR CORRECCION DE PENDIENTE. PIE 14 RUMBO COMPROBADO. LA REGENERACION ESTA COMPROBADA.",25,52,"05/12/03 00:00:00","12/30/99 13:41:42","05/12/03 00:00:00","12/30/99 15:13:30",92,274,380,180,10,179505,18,23,179505,17,24,"D",5,"A1",35,346,21,"3-05-12",2003,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1427_A_1_",21,65896.613536134,166.228496118202,21,25,NA,65896.613536134,21856.4702406541,NA,166.228496118202,63.6619772367581,NA,"IFN"
"94","9_1428",23862,186501,21,"9_1428_A_1",23749.8816213273,11558.8865697846,48.7174842803115,1030.75814699338,0,127.323954473516,127.323954473516,318.309886183791,155.618166578742,141.471060526129,113.176848420903,42.4413181578388,5.09295817894065,23.0411776910068,11.2139657624835,24.5312172209286,16.0316205533597,1428,"A","1",1,8,4,4,0,NA,NA,NA,NA,NA,NA,3,"5",1,"IFN3","9_1428",9,NA,NA,0,1985,"K","0010",1997,"","2-4",2003,346,1,1,1,95,80,1,2,2,2,1,4,"04/21/03 00:00:00","12/30/99 19:55:00",1,2,1,1,8,2,NA,NA,"0","0","","0",NA,130,0,11.5,0,1,"2",2,"REJON LOCALIZADO POR FOTOS AEREAS Y POR PIES IFN2, AYUDADO DEL  CROQUIS. LA OCUPACION ESPECIFICA ES LA CORRECTA, Y NO SE APRECIA HAYA EN LA MASA. HAY PODA NATURAL HASTA 8 M. PIES N.4 Y 7, ESPECIE COMPROBADA. PIE N.11, CAIDO POR AIRE. PIE N.17 FORMA COMPROBADA. PIE N.18, ALTURA COMPROBADA YA QUE TIENE DAÃ‘O EN GUIA. PIE RUMBO 142, NO ENTRA  POR DISTANCIA REDUCIDA PARA 425 MM. PIE N.23, NO LO MIDIO EN     IFN2. LOS RUMBOS ANOTADOS SON LOS CORRECTOS. PIES N. 23, 28, 34, 36, 57, 58, 62, 64, 65, 68, 70, ENTRAN POR CORRECCION DE PENDIENTE. PIE N.9 IFN2 MUERTO ENTRARIA POR PENDIENTE. PIE N.38 DISTANCIA Y ALTURA COMPROBADOS. LOS RUMBOS ANOTADOS SON LOS CORRECTOS. PIE N.40, CALIDAD Y FORMA CORREGIDA Y ALTURA COMPROBADA. PIE N.72, ALTURA COMPROBADA. FRESNO CON RUMBO 208, NO ENTRA POR DISTANCIA. SE CORRIGE LA ORIENTACION FISIOGRAFICA.",25,52,"04/21/03 00:00:00","12/30/99 09:56:59","04/21/03 00:00:00","12/30/99 19:56:58",600,274,235,35,10,335065,20,21,335065,19,22,"D",5,"A1",43,346,21,"3-04-21",2003,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1428_A_1_",21,471295.410600105,967.096169756619,21,378,NA,471295.410600105,15879.4322030104,NA,967.096169756619,63.6619772367581,NA,"IFN"
"96","9_1429",23871,186504,21,"9_1429_A_1",30536.2951550634,21136.9017805852,45.6889170349721,1778.99858611607,0,509.295817894065,413.802852038928,572.957795130823,183.912378683968,99.0297423682904,0,0,0,17.1648788219279,11.8813482739924,18.0830919195687,16.8920454545455,1429,"A","1",1,9,4,2,40,7,4,NA,NA,NA,NA,2,"A",1,"IFN3","9_1429",9,NA,NA,0,1985,"K","0010",1997,"","2-4",2003,346,1,1,2,95,80,1,1,2,2,1,4,"05/27/03 00:00:00","12/30/99 12:46:00",1,2,1,1,5,4,NA,NA,"0","0","","0",NA,15,0,9.2,0,2,"3",2,"REJON LOCALIZADO POR FOTOS AEREAS Y POR SILICONA EN PIES IFN2.     REFORESTACION AL TRESBOLILLO. LA EDAD SE CALCULA A PARTIR DE LA DADA EN IFN2. DEJO 10% PARA EL RESTO DE ESPECIES. HAY MUCHOS  PIES CAIDOS POR ESTAR SECOS. PIES N.35, 37, 55 ENTRAN POR CORRECCION DE PENDIENTE. PIES N.39, 41 DIAMETROS COMPROBADOS. PIE CON RUMBO 214, NO ENTRA POR DIAMETRO PARA 225 MM. ACCESO 3 POR PENDIENTE Y MATORRAL.",25,52,"05/27/03 00:00:00","12/30/99 10:01:39","05/27/03 00:00:00","12/30/99 12:53:12",172,274,235,35,10,179506,28,13,179506,27,14,"D",5,"A1",42,346,21,"3-05-27",2003,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1429_A_1_",21,456889.170349721,1778.99858611607,21,NA,NA,456889.170349721,NA,NA,1778.99858611607,NA,NA,"IFN"
"97","9_1430",23872,186505,21,"9_1430_A_1",407.773015631521,248.860456470964,0.410276573712823,31.8309886183791,0,0,31.8309886183791,0,0,0,0,0,0,12.8105671024014,7.81818181818182,12.8105671024014,7.81818181818182,1430,"A","1",1,9,2,2,25,7,3,NA,NA,NA,NA,2,"A",1,"IFN3","9_1430",9,NA,NA,0,1985,"K","0011",1997,"","2-4",2003,346,1,1,2,90,30,1,1,1,2,1,4,"04/23/03 00:00:00","12/30/99 14:32:00",1,2,1,1,4,6,NA,NA,"0","0","","5",0,395,0,11,0,2,"2",3,"REJON LOCALIZADO POR FOTOS AEREAS, CROQUIS Y PIE IFN2. LA FCC POR ESPECIES ES CORRECTA. DEJO 10% PARA EL RESTO DE ESPECIES. LA FUENTE DE INFORMACION DE LA EDAD DE LA MASA ES A PARTIR DE LA CALCULADA EN IFN2. PLANTACION CON UN 40% DE MARRAS SIN REPONER. PIE CON RUMBO 140, NO ENTRA PARA 125 MM POR  DIAMETRO. PIES N. 5, 9, 17 Y 20, ENTRAN POR CORRECCION DE  PENDIENTE. NO SE OBSERVA REGENERACION DE MAJUELO. CERCA DE LA PARCELA HAY HAYA. EN LA PARCELA HAY ARANDANOS. EL ACCESO Y  LEVANTAMIENTO SE COMPLICA POR LA CANTIDAD DE MATORRAL.",25,52,"04/23/03 00:00:00","12/30/99 13:42:43","04/23/03 00:00:00","12/30/99 15:00:26",78,274,65,265,7,335065,10,31,335065,9,32,"D",5,"A1",26,346,21,"3-04-23",2003,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1430_A_1_",21,4102.76573712823,31.8309886183791,21,NA,NA,4102.76573712823,NA,NA,31.8309886183791,NA,NA,"IFN"
